trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
369,False,"{'a': 0.8028571428571428, 'e': 0.1572956799768517}",20,8,12.385564982691275,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
370,False,"{'a': 0.8023214285714286, 'e': 0.15650920157696743}",20,8,22.301711602475603,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
371,False,"{'a': 0.8017857142857143, 'e': 0.1557266555690826}",20,12,4.572803451766143,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
372,False,"{'a': 0.80125, 'e': 0.1549480222912372}",25,19,12.612465235416996,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
373,False,"{'a': 0.8007142857142857, 'e': 0.15417328217978102}",25,20,10.273401849033668,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
374,False,"{'a': 0.8001785714285714, 'e': 0.1534024157688821}",30,21,16.69827207007489,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
375,False,"{'a': 0.7996428571428571, 'e': 0.1526354036900377}",25,18,-36.91331757596064,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 1}",1
376,False,"{'a': 0.7991071428571428, 'e': 0.1518722266715875}",35,17,17.325240310068597,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 0}",1
377,False,"{'a': 0.7985714285714286, 'e': 0.15111286553822956}",20,0,34.19332064659568,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
378,False,"{'a': 0.7980357142857143, 'e': 0.15035730121053842}",30,18,21.760835298086544,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
379,False,"{'a': 0.7975, 'e': 0.14960551470448571}",30,17,28.832421104905755,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
380,False,"{'a': 0.7969642857142857, 'e': 0.14885748713096328}",35,22,12.429788406725315,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
381,False,"{'a': 0.7964285714285715, 'e': 0.14811319969530848}",20,12,14.237353359384212,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
382,False,"{'a': 0.7958928571428572, 'e': 0.14737263369683193}",20,10,10.61713551972612,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
383,False,"{'a': 0.7953571428571429, 'e': 0.14663577052834778}",25,5,14.156083401335271,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",1
384,False,"{'a': 0.7948214285714286, 'e': 0.14590259167570604}",30,13,30.61430368938951,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
385,False,"{'a': 0.7942857142857143, 'e': 0.14517307871732751}",25,3,29.015178273947107,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 0}",1
386,False,"{'a': 0.79375, 'e': 0.14444721332374086}",25,13,20.48567766729989,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
387,False,"{'a': 0.7932142857142856, 'e': 0.14372497725712216}",20,7,23.219618986951453,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
388,False,"{'a': 0.7926785714285715, 'e': 0.14300635237083656}",25,5,27.430172141762807,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",1
389,False,"{'a': 0.7921428571428571, 'e': 0.14229132060898236}",25,13,22.153931582016646,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
390,False,"{'a': 0.7916071428571428, 'e': 0.14157986400593744}",25,16,3.2744764288427977,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
391,False,"{'a': 0.7910714285714285, 'e': 0.14087196468590776}",20,13,11.93048179072465,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
392,False,"{'a': 0.7905357142857143, 'e': 0.14016760486247823}",30,13,13.785685278471076,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 0}",1
393,False,"{'a': 0.79, 'e': 0.13946676683816583}",20,0,-1.9433503982890379,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",0
394,False,"{'a': 0.7894642857142857, 'e': 0.138769433003975}",25,6,27.314625192079365,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 0}",1
395,False,"{'a': 0.7889285714285714, 'e': 0.13807558583895513}",20,16,6.728644992479967,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
396,False,"{'a': 0.7883928571428571, 'e': 0.13738520790976036}",30,17,24.451060287858734,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
397,False,"{'a': 0.7878571428571428, 'e': 0.13669828187021155}",25,0,34.826142023661106,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
398,False,"{'a': 0.7873214285714285, 'e': 0.13601479046086049}",20,8,21.71208808621717,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
399,False,"{'a': 0.7867857142857143, 'e': 0.1353347165085562}",25,11,23.974450929554962,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
400,False,"{'a': 0.78625, 'e': 0.1346580429260134}",25,12,20.15894299840298,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
401,False,"{'a': 0.7857142857142857, 'e': 0.13398475271138333}",30,18,0.2890761949033749,"{0: 11, 1: 0, 2: 0, 3: 1, 4: 0}",1
402,False,"{'a': 0.7851785714285714, 'e': 0.13331482894782642}",25,4,23.964970738253108,"{0: 20, 1: 0, 2: 1, 3: 0, 4: 0}",1
403,False,"{'a': 0.7846428571428572, 'e': 0.13264825480308728}",35,20,20.58783321276749,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
404,False,"{'a': 0.7841071428571429, 'e': 0.13198501352907185}",20,10,18.882273727003945,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
405,False,"{'a': 0.7835714285714286, 'e': 0.1313250884614265}",25,0,17.372927203455205,"{0: 23, 1: 0, 2: 2, 3: 0, 4: 0}",0
406,False,"{'a': 0.7830357142857143, 'e': 0.13066846301911936}",25,13,21.313649230768444,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
407,False,"{'a': 0.7825, 'e': 0.13001512070402377}",20,13,14.124364835761854,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
408,False,"{'a': 0.7819642857142857, 'e': 0.12936504510050365}",20,16,7.527799842775371,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
409,False,"{'a': 0.7814285714285714, 'e': 0.12871821987500112}",20,12,15.238408485526223,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
410,False,"{'a': 0.7808928571428572, 'e': 0.12807462877562611}",25,0,-10.986946240945988,"{0: 23, 1: 1, 2: 0, 3: 0, 4: 1}",0
411,False,"{'a': 0.7803571428571429, 'e': 0.12743425563174798}",25,13,24.403084246249563,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
412,False,"{'a': 0.7798214285714286, 'e': 0.12679708435358925}",25,1,31.954891756162954,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
413,False,"{'a': 0.7792857142857142, 'e': 0.1261630989318213}",30,17,22.61052028923466,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
414,False,"{'a': 0.77875, 'e': 0.1255322834371622}",20,15,10.63327353161371,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
415,False,"{'a': 0.7782142857142857, 'e': 0.12490462201997637}",25,13,22.193509396815177,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
416,False,"{'a': 0.7776785714285714, 'e': 0.1242800989098765}",20,7,15.198860822489303,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
417,False,"{'a': 0.7771428571428571, 'e': 0.12365869841532712}",25,9,-33.45954118701901,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 1}",1
418,False,"{'a': 0.7766071428571428, 'e': 0.12304040492325048}",25,17,15.398225328390925,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
419,False,"{'a': 0.7760714285714285, 'e': 0.12242520289863422}",25,17,17.22221455759877,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
420,False,"{'a': 0.7755357142857142, 'e': 0.12181307688414106}",20,8,18.939287271917756,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
421,False,"{'a': 0.775, 'e': 0.12120401149972035}",25,6,7.847255940655609,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 0}",1
422,False,"{'a': 0.7744642857142857, 'e': 0.12059799144222175}",30,22,10.604185939010163,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
423,False,"{'a': 0.7739285714285714, 'e': 0.11999500148501063}",25,13,21.650963006454244,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
424,False,"{'a': 0.7733928571428571, 'e': 0.11939502647758558}",30,19,20.86135611156825,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
425,False,"{'a': 0.7728571428571429, 'e': 0.11879805134519765}",20,12,15.098454558190685,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
426,False,"{'a': 0.7723214285714286, 'e': 0.11820406108847166}",25,0,-13.243964429048381,"{0: 23, 1: 0, 2: 1, 3: 0, 4: 1}",0
427,False,"{'a': 0.7717857142857143, 'e': 0.11761304078302931}",30,20,20.06241659796958,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
428,False,"{'a': 0.77125, 'e': 0.11702497557911416}",20,0,12.951018819707572,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
429,False,"{'a': 0.7707142857142857, 'e': 0.11643985070121858}",20,14,11.015772182157267,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
430,False,"{'a': 0.7701785714285714, 'e': 0.1158576514477125}",20,12,10.183184315711305,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
431,False,"{'a': 0.7696428571428571, 'e': 0.11527836319047394}",20,16,6.155196834465238,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
432,False,"{'a': 0.7691071428571429, 'e': 0.11470197137452157}",25,11,-32.09695085552598,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 1}",1
433,False,"{'a': 0.7685714285714286, 'e': 0.11412846151764895}",25,13,-5.527309996715569,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
434,False,"{'a': 0.7680357142857143, 'e': 0.11355781921006071}",20,9,-4.296152589219778,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 0}",1
435,False,"{'a': 0.7675, 'e': 0.1129900301140104}",20,6,16.140605806649305,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
436,False,"{'a': 0.7669642857142858, 'e': 0.11242507996344035}",20,5,23.129163015903686,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
437,False,"{'a': 0.7664285714285715, 'e': 0.11186295456362315}",25,11,17.368614700857915,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
438,False,"{'a': 0.7658928571428572, 'e': 0.11130363979080503}",20,16,7.043600251458387,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
439,False,"{'a': 0.7653571428571428, 'e': 0.110747121591851}",20,9,18.65581278466879,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
440,False,"{'a': 0.7648214285714285, 'e': 0.11019338598389175}",30,20,21.58620512701325,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
441,False,"{'a': 0.7642857142857142, 'e': 0.10964241905397229}",20,12,13.566173817732716,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
442,False,"{'a': 0.7637499999999999, 'e': 0.10909420695870244}",25,12,-17.364035401525918,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 1}",1
443,False,"{'a': 0.7632142857142857, 'e': 0.10854873592390892}",20,8,12.946497194224143,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
444,False,"{'a': 0.7626785714285714, 'e': 0.10800599224428938}",20,13,11.638512588459275,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
445,False,"{'a': 0.7621428571428571, 'e': 0.10746596228306793}",25,2,21.85523353930147,"{0: 22, 1: 0, 2: 1, 3: 0, 4: 0}",1
446,False,"{'a': 0.7616071428571428, 'e': 0.10692863247165259}",20,12,7.748234738096651,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
447,False,"{'a': 0.7610714285714286, 'e': 0.10639398930929432}",25,18,10.445646481736993,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
448,False,"{'a': 0.7605357142857143, 'e': 0.10586201936274785}",20,12,15.131718981978816,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
449,False,"{'a': 0.76, 'e': 0.1053327092659341}",20,7,6.455601191103405,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 0}",1
450,False,"{'a': 0.7594642857142857, 'e': 0.10480604571960443}",20,16,9.246439854260704,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
451,False,"{'a': 0.7589285714285714, 'e': 0.10428201549100642}",30,22,14.009620238036835,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
452,False,"{'a': 0.7583928571428571, 'e': 0.10376060541355138}",25,19,12.681768124990219,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
453,False,"{'a': 0.7578571428571428, 'e': 0.10324180238648363}",20,7,21.947521727642215,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
454,False,"{'a': 0.7573214285714286, 'e': 0.10272559337455121}",30,15,31.058545400997836,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
455,False,"{'a': 0.7567857142857143, 'e': 0.10221196540767845}",20,16,5.753913046223751,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
456,False,"{'a': 0.75625, 'e': 0.10170090558064006}",20,8,11.342015685486317,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
457,False,"{'a': 0.7557142857142857, 'e': 0.10119240105273686}",30,19,20.34427794961831,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
458,False,"{'a': 0.7551785714285715, 'e': 0.10068643904747317}",20,15,2.0180164191375605,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
459,False,"{'a': 0.7546428571428572, 'e': 0.1001830068522358}",25,17,16.881352166911864,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
460,False,"{'a': 0.7541071428571429, 'e': 0.09968209181797463}",30,18,7.761404595339807,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
461,False,"{'a': 0.7535714285714286, 'e': 0.09918368135888475}",20,11,5.635674781914924,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
462,False,"{'a': 0.7530357142857143, 'e': 0.09868776295209034}",30,21,15.44183878843591,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
463,False,"{'a': 0.7525, 'e': 0.09819432413732988}",35,6,5.034596654007655,"{0: 25, 1: 1, 2: 3, 3: 0, 4: 0}",1
464,False,"{'a': 0.7519642857142856, 'e': 0.09770335251664322}",20,7,24.757481864746794,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
465,False,"{'a': 0.7514285714285714, 'e': 0.09721483575406001}",30,20,17.04262987495123,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
466,False,"{'a': 0.7508928571428571, 'e': 0.09672876157528972}",20,8,24.821072571194744,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
467,False,"{'a': 0.7503571428571428, 'e': 0.09624511776741326}",30,20,-20.558324372026423,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
468,False,"{'a': 0.7498214285714286, 'e': 0.0957638921785762}",20,9,9.195435314723987,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
469,False,"{'a': 0.7492857142857143, 'e': 0.09528507271768331}",25,12,19.255515612995552,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
470,False,"{'a': 0.74875, 'e': 0.0948086473540949}",25,11,8.33949951608528,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
471,False,"{'a': 0.7482142857142857, 'e': 0.09433460411732442}",30,5,42.99543544291027,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",1
472,False,"{'a': 0.7476785714285714, 'e': 0.0938629310967378}",25,9,23.53630828850921,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
473,False,"{'a': 0.7471428571428571, 'e': 0.09339361644125412}",20,3,30.07266289299589,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
474,False,"{'a': 0.7466071428571428, 'e': 0.09292664835904783}",20,14,10.479054477360062,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
475,False,"{'a': 0.7460714285714285, 'e': 0.0924620151172526}",25,5,16.530403731662325,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
476,False,"{'a': 0.7455357142857142, 'e': 0.09199970504166634}",30,11,35.27104494811745,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
477,False,"{'a': 0.745, 'e': 0.091539706516458}",30,14,25.266823189647642,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
478,False,"{'a': 0.7444642857142857, 'e': 0.09108200798387571}",20,10,18.90733781845383,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
479,False,"{'a': 0.7439285714285715, 'e': 0.09062659794395633}",20,9,20.833702591320932,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
480,False,"{'a': 0.7433928571428572, 'e': 0.09017346495423655}",30,13,2.5428961860992114,"{0: 14, 1: 1, 2: 2, 3: 0, 4: 0}",1
481,False,"{'a': 0.7428571428571429, 'e': 0.08972259762946537}",25,17,-7.91735705817927,"{0: 7, 1: 0, 2: 0, 3: 1, 4: 0}",1
482,False,"{'a': 0.7423214285714286, 'e': 0.08927398464131804}",30,21,16.730581944186557,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
483,False,"{'a': 0.7417857142857143, 'e': 0.08882761471811144}",25,7,34.42393693993188,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
484,False,"{'a': 0.74125, 'e': 0.0883834766445209}",20,0,30.766370914821653,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
485,False,"{'a': 0.7407142857142857, 'e': 0.08794155926129829}",25,20,7.16470422116004,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
486,False,"{'a': 0.7401785714285714, 'e': 0.0875018514649918}",30,10,33.243569222247665,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
487,False,"{'a': 0.7396428571428572, 'e': 0.08706434220766683}",20,6,14.954098323750411,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
488,False,"{'a': 0.7391071428571429, 'e': 0.0866290204966285}",25,13,24.82586418813263,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
489,False,"{'a': 0.7385714285714285, 'e': 0.08619587539414536}",20,16,9.065594946402616,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
490,False,"{'a': 0.7380357142857144, 'e': 0.08576489601717463}",20,13,14.137204302044443,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
491,False,"{'a': 0.7375, 'e': 0.08533607153708876}",25,20,11.517356055995778,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
492,False,"{'a': 0.7369642857142857, 'e': 0.08490939117940331}",20,16,6.648868574417351,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
493,False,"{'a': 0.7364285714285714, 'e': 0.0844848442235063}",35,26,-23.713768264444404,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 1}",1
494,False,"{'a': 0.7358928571428571, 'e': 0.08406242000238877}",30,17,24.508325228104592,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
495,False,"{'a': 0.7353571428571428, 'e': 0.08364210790237682}",35,14,-4.641752889404014,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 1}",1
496,False,"{'a': 0.7348214285714285, 'e': 0.08322389736286494}",20,14,11.658967132585634,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
497,False,"{'a': 0.7342857142857142, 'e': 0.0828077778760506}",30,7,36.21642569759093,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
498,False,"{'a': 0.73375, 'e': 0.08239373898667036}",20,4,-10.940254317593574,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 1}",1
499,False,"{'a': 0.7332142857142857, 'e': 0.081981770291737}",20,8,9.540715957532425,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
500,False,"{'a': 0.7326785714285714, 'e': 0.08157186144027832}",20,6,26.59904599623426,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
501,False,"{'a': 0.7321428571428572, 'e': 0.08116400213307692}",30,12,12.81558543663534,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 0}",1
502,False,"{'a': 0.7316071428571429, 'e': 0.08075818212241154}",20,12,16.74070316210884,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
503,False,"{'a': 0.7310714285714286, 'e': 0.08035439121179949}",20,8,-23.163647427853398,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 1}",1
504,False,"{'a': 0.7305357142857143, 'e': 0.07995261925574049}",30,8,40.29362122442328,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
505,False,"{'a': 0.73, 'e': 0.07955285615946178}",20,6,-0.15854778192318864,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
506,False,"{'a': 0.7294642857142857, 'e': 0.07915509187866447}",35,18,-20.947887755487844,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 1}",1
507,False,"{'a': 0.7289285714285714, 'e': 0.07875931641927116}",20,8,20.46243332052467,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
508,False,"{'a': 0.7283928571428571, 'e': 0.0783655198371748}",35,13,-2.9123543011026967,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 1}",1
509,False,"{'a': 0.7278571428571429, 'e': 0.07797369223798892}",30,4,22.82829909481928,"{0: 25, 1: 0, 2: 1, 3: 0, 4: 0}",1
510,False,"{'a': 0.7273214285714286, 'e': 0.07758382377679898}",20,8,0.8422311866497989,"{0: 11, 1: 0, 2: 0, 3: 1, 4: 0}",1
511,False,"{'a': 0.7267857142857143, 'e': 0.07719590465791498}",35,24,20.27423388303971,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
512,False,"{'a': 0.7262500000000001, 'e': 0.07680992513462541}",25,9,10.736812855359094,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
513,False,"{'a': 0.7257142857142858, 'e': 0.07642587550895227}",25,18,15.528827861524054,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
514,False,"{'a': 0.7251785714285715, 'e': 0.07604374613140752}",30,20,20.916768970063004,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
515,False,"{'a': 0.7246428571428571, 'e': 0.07566352740075048}",25,15,21.063192152144047,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
516,False,"{'a': 0.7241071428571428, 'e': 0.07528520976374672}",35,21,25.195979638449888,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
517,False,"{'a': 0.7235714285714285, 'e': 0.074908783714928}",20,14,9.401527183079727,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
518,False,"{'a': 0.7230357142857142, 'e': 0.07453423979635335}",20,3,15.30869441853669,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
519,False,"{'a': 0.7224999999999999, 'e': 0.07416156859737158}",25,17,13.609351647079848,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
520,False,"{'a': 0.7219642857142857, 'e': 0.07379076075438473}",20,13,15.381122410355454,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
521,False,"{'a': 0.7214285714285714, 'e': 0.0734218069506128}",25,12,15.72982718983159,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
522,False,"{'a': 0.7208928571428571, 'e': 0.07305469791585974}",30,10,20.830752640682924,"{0: 18, 1: 2, 2: 0, 3: 0, 4: 0}",1
523,False,"{'a': 0.7203571428571429, 'e': 0.07268942442628044}",35,24,11.576878475110465,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
524,False,"{'a': 0.7198214285714286, 'e': 0.07232597730414904}",20,14,9.502288172375957,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
525,False,"{'a': 0.7192857142857143, 'e': 0.07196434741762829}",25,19,12.113081212238058,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
526,False,"{'a': 0.71875, 'e': 0.07160452568054015}",35,17,33.002009412706435,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
527,False,"{'a': 0.7182142857142857, 'e': 0.07124650305213745}",25,11,29.00806447675605,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
528,False,"{'a': 0.7176785714285714, 'e': 0.07089027053687676}",30,2,41.9006299056328,"{0: 28, 1: 0, 2: 0, 3: 0, 4: 0}",1
529,False,"{'a': 0.7171428571428571, 'e': 0.07053581918419238}",30,16,25.767753757547503,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
530,False,"{'a': 0.7166071428571428, 'e': 0.07018314008827141}",25,17,13.606042249253246,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
531,False,"{'a': 0.7160714285714286, 'e': 0.06983222438783006}",35,26,16.074573093110708,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
532,False,"{'a': 0.7155357142857143, 'e': 0.0694830632658909}",25,14,16.911064928022874,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
533,False,"{'a': 0.715, 'e': 0.06913564794956145}",25,10,25.0085950914558,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
534,False,"{'a': 0.7144642857142858, 'e': 0.06878996970981364}",25,19,12.001187934017787,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
535,False,"{'a': 0.7139285714285715, 'e': 0.06844601986126457}",25,15,19.342589273603163,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
536,False,"{'a': 0.7133928571428572, 'e': 0.06810378976195826}",20,14,10.495279977419877,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
537,False,"{'a': 0.7128571428571429, 'e': 0.06776327081314847}",20,16,7.321229757695905,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
538,False,"{'a': 0.7123214285714285, 'e': 0.06742445445908272}",20,11,3.1232454388734547,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
539,False,"{'a': 0.7117857142857142, 'e': 0.06708733218678731}",20,14,-1.1072658411685152,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
540,False,"{'a': 0.7112499999999999, 'e': 0.06675189552585337}",20,8,21.829589260992233,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
541,False,"{'a': 0.7107142857142856, 'e': 0.06641813604822411}",30,19,19.793566482413112,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
542,False,"{'a': 0.7101785714285714, 'e': 0.06608604536798299}",20,8,21.126669032884184,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
543,False,"{'a': 0.7096428571428571, 'e': 0.06575561514114306}",20,10,16.559822167957492,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
