trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
173,False,"{'a': 0.9078571428571428, 'e': 0.42013897252428345}",20,6,-3.2567344950600945,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
174,False,"{'a': 0.9073214285714286, 'e': 0.418038277661662}",35,5,-41.06116983610773,"{0: 25, 1: 1, 2: 3, 3: 0, 4: 1}",1
175,False,"{'a': 0.9067857142857143, 'e': 0.4159480862733537}",20,9,-39.517226944517574,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 1}",1
176,False,"{'a': 0.90625, 'e': 0.41386834584198695}",20,0,-40.290908273525595,"{0: 14, 1: 2, 2: 3, 3: 1, 4: 0}",0
177,False,"{'a': 0.9057142857142857, 'e': 0.41179900411277703}",20,8,-8.800582580386223,"{0: 9, 1: 1, 2: 2, 3: 0, 4: 0}",1
178,False,"{'a': 0.9051785714285714, 'e': 0.40974000909221314}",25,0,-31.420635420034245,"{0: 19, 1: 2, 2: 3, 3: 1, 4: 0}",0
179,False,"{'a': 0.9046428571428571, 'e': 0.40769130904675205}",20,0,-63.050781440366265,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 2}",0
180,False,"{'a': 0.9041071428571429, 'e': 0.4056528525015183}",25,4,-54.2031390775744,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 1}",1
181,False,"{'a': 0.9035714285714286, 'e': 0.4036245882390107}",20,0,-87.27404018668568,"{0: 13, 1: 1, 2: 4, 3: 1, 4: 1}",0
182,False,"{'a': 0.9030357142857143, 'e': 0.40160646529781563}",25,0,-36.37295987683319,"{0: 21, 1: 0, 2: 3, 3: 0, 4: 1}",0
183,False,"{'a': 0.9025, 'e': 0.3995984329713266}",20,0,-51.45870524852145,"{0: 16, 1: 1, 2: 1, 3: 1, 4: 1}",0
184,False,"{'a': 0.9019642857142857, 'e': 0.39760044080646995}",25,17,-26.85243514228313,"{0: 5, 1: 1, 2: 1, 3: 1, 4: 0}",1
185,False,"{'a': 0.9014285714285715, 'e': 0.39561243860243755}",20,16,6.754459388845227,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
186,False,"{'a': 0.9008928571428572, 'e': 0.3936343764094254}",20,0,-27.344232231576385,"{0: 14, 1: 2, 2: 4, 3: 0, 4: 0}",0
187,False,"{'a': 0.9003571428571429, 'e': 0.39166620452737827}",25,3,7.854656165740262,"{0: 19, 1: 2, 2: 1, 3: 0, 4: 0}",1
188,False,"{'a': 0.8998214285714285, 'e': 0.3897078735047414}",25,16,-12.493091913846381,"{0: 7, 1: 1, 2: 0, 3: 1, 4: 0}",1
189,False,"{'a': 0.8992857142857142, 'e': 0.38775933413721764}",25,0,-32.15458125393899,"{0: 21, 1: 1, 2: 1, 3: 2, 4: 0}",0
190,False,"{'a': 0.8987499999999999, 'e': 0.38582053746653155}",30,4,-44.512066834940164,"{0: 19, 1: 2, 2: 4, 3: 1, 4: 0}",1
191,False,"{'a': 0.8982142857142857, 'e': 0.3838914347791989}",20,6,24.22670891374592,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
192,False,"{'a': 0.8976785714285714, 'e': 0.38197197760530294}",25,19,9.364460005160788,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
193,False,"{'a': 0.8971428571428571, 'e': 0.3800621177172764}",25,14,8.50810658618368,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
194,False,"{'a': 0.8966071428571428, 'e': 0.37816180712869}",20,8,-12.544794085692653,"{0: 9, 1: 0, 2: 3, 3: 0, 4: 0}",1
195,False,"{'a': 0.8960714285714285, 'e': 0.37627099809304654}",25,17,-8.668855483590452,"{0: 6, 1: 0, 2: 2, 3: 0, 4: 0}",1
196,False,"{'a': 0.8955357142857143, 'e': 0.3743896431025813}",20,4,-16.665430677412797,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 1}",1
197,False,"{'a': 0.895, 'e': 0.37251769488706843}",20,3,0.8479903036971739,"{0: 16, 1: 0, 2: 0, 3: 1, 4: 0}",1
198,False,"{'a': 0.8944642857142857, 'e': 0.37065510641263305}",20,8,-62.64876230369127,"{0: 7, 1: 1, 2: 3, 3: 0, 4: 1}",1
199,False,"{'a': 0.8939285714285714, 'e': 0.3688018308805699}",20,0,-106.2695620167951,"{0: 14, 1: 0, 2: 3, 3: 1, 4: 2}",0
200,False,"{'a': 0.8933928571428571, 'e': 0.36695782172616703}",20,12,13.75490382637689,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
201,False,"{'a': 0.8928571428571428, 'e': 0.3651230326175362}",30,22,17.42841201697187,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
202,False,"{'a': 0.8923214285714286, 'e': 0.36329741745444855}",20,11,-25.398291276231124,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 1}",1
203,False,"{'a': 0.8917857142857143, 'e': 0.3614809303671763}",25,12,-14.351656966364528,"{0: 9, 1: 2, 2: 2, 3: 0, 4: 0}",1
204,False,"{'a': 0.89125, 'e': 0.3596735257153404}",20,0,-98.03714331065605,"{0: 15, 1: 0, 2: 2, 3: 1, 4: 2}",0
205,False,"{'a': 0.8907142857142857, 'e': 0.35787515808676373}",20,6,14.38050920254226,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
206,False,"{'a': 0.8901785714285714, 'e': 0.35608578229632987}",30,7,-4.463749067128057,"{0: 19, 1: 1, 2: 3, 3: 0, 4: 0}",1
207,False,"{'a': 0.8896428571428572, 'e': 0.35430535338484825}",25,16,-7.028900742131583,"{0: 7, 1: 0, 2: 2, 3: 0, 4: 0}",1
208,False,"{'a': 0.8891071428571429, 'e': 0.352533826617924}",20,0,-50.127824212657416,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 1}",0
209,False,"{'a': 0.8885714285714286, 'e': 0.3507711574848344}",20,8,-29.588760307162747,"{0: 8, 1: 1, 2: 2, 3: 1, 4: 0}",1
210,False,"{'a': 0.8880357142857143, 'e': 0.3490173016974102}",30,10,21.08581826560045,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
211,False,"{'a': 0.8875, 'e': 0.34727221518892315}",30,17,-29.04189027282577,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 1}",1
212,False,"{'a': 0.8869642857142856, 'e': 0.34553585411297855}",20,10,-8.523947474988908,"{0: 7, 1: 2, 2: 1, 3: 0, 4: 0}",1
213,False,"{'a': 0.8864285714285715, 'e': 0.34380817484241366}",25,13,-0.30498890488125197,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
214,False,"{'a': 0.8858928571428571, 'e': 0.34208913396820156}",25,15,7.80879392466169,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
215,False,"{'a': 0.8853571428571428, 'e': 0.34037868829836054}",25,1,-9.28440864282306,"{0: 21, 1: 1, 2: 1, 3: 1, 4: 0}",1
216,False,"{'a': 0.8848214285714285, 'e': 0.33867679485686875}",20,8,-66.71441128581216,"{0: 8, 1: 0, 2: 2, 3: 1, 4: 1}",1
217,False,"{'a': 0.8842857142857143, 'e': 0.33698341088258443}",20,16,7.310983639529212,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
218,False,"{'a': 0.88375, 'e': 0.3352984938281715}",25,3,-11.408964284019955,"{0: 19, 1: 0, 2: 2, 3: 1, 4: 0}",1
219,False,"{'a': 0.8832142857142857, 'e': 0.33362200135903064}",25,0,-24.05332593074204,"{0: 21, 1: 1, 2: 2, 3: 1, 4: 0}",0
220,False,"{'a': 0.8826785714285714, 'e': 0.33195389135223546}",20,14,-9.793176851211387,"{0: 5, 1: 0, 2: 0, 3: 1, 4: 0}",1
221,False,"{'a': 0.8821428571428571, 'e': 0.3302941218954743}",30,23,14.442797299231328,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
222,False,"{'a': 0.8816071428571428, 'e': 0.3286426512859969}",20,0,-28.659414293956644,"{0: 15, 1: 2, 2: 2, 3: 1, 4: 0}",0
223,False,"{'a': 0.8810714285714285, 'e': 0.32699943802956694}",25,0,18.71605791747601,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
224,False,"{'a': 0.8805357142857143, 'e': 0.3253644408394191}",25,14,17.50735213649096,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
225,False,"{'a': 0.88, 'e': 0.323737618635222}",25,12,-86.52175816803565,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 2}",1
226,False,"{'a': 0.8794642857142857, 'e': 0.3221189305420459}",25,11,9.00623562997063,"{0: 12, 1: 2, 2: 0, 3: 0, 4: 0}",1
227,False,"{'a': 0.8789285714285714, 'e': 0.32050833588933564}",35,21,12.200939794248074,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
228,False,"{'a': 0.8783928571428572, 'e': 0.31890579420988896}",20,0,-54.60949405828603,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
229,False,"{'a': 0.8778571428571429, 'e': 0.3173112652388395}",25,16,16.729829377009406,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
230,False,"{'a': 0.8773214285714286, 'e': 0.3157247089126453}",25,16,11.269482289773016,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
231,False,"{'a': 0.8767857142857143, 'e': 0.3141460853680821}",30,5,-25.04159543619953,"{0: 19, 1: 1, 2: 5, 3: 0, 4: 0}",1
232,False,"{'a': 0.87625, 'e': 0.31257535494124167}",20,1,17.476680518048532,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
233,False,"{'a': 0.8757142857142857, 'e': 0.3110124781665355}",35,25,-37.14377040168846,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 1}",1
234,False,"{'a': 0.8751785714285714, 'e': 0.3094574157757028}",25,0,-8.200005506726363,"{0: 22, 1: 0, 2: 2, 3: 1, 4: 0}",0
235,False,"{'a': 0.8746428571428572, 'e': 0.30791012869682427}",20,13,-34.70684105910388,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 1}",1
236,False,"{'a': 0.8741071428571429, 'e': 0.30637057805334017}",20,3,-4.5412971789744905,"{0: 15, 1: 1, 2: 0, 3: 1, 4: 0}",1
237,False,"{'a': 0.8735714285714286, 'e': 0.3048387251630735}",30,19,8.978354462598901,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
238,False,"{'a': 0.8730357142857142, 'e': 0.30331453153725807}",35,7,-74.56357129657029,"{0: 22, 1: 2, 2: 2, 3: 0, 4: 2}",1
239,False,"{'a': 0.8725, 'e': 0.3017979588795718}",25,15,18.90233382647612,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
240,False,"{'a': 0.8719642857142857, 'e': 0.30028896908517394}",20,4,28.08466824792932,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
241,False,"{'a': 0.8714285714285714, 'e': 0.2987875242397481}",30,16,-28.178394179774333,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 1}",1
242,False,"{'a': 0.8708928571428571, 'e': 0.2972935866185493}",25,16,9.119871650403883,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
243,False,"{'a': 0.8703571428571428, 'e': 0.29580711868545656}",25,9,-19.91655105595252,"{0: 13, 1: 0, 2: 2, 3: 1, 4: 0}",1
244,False,"{'a': 0.8698214285714285, 'e': 0.2943280830920293}",20,0,-20.933487898689066,"{0: 16, 1: 2, 2: 1, 3: 1, 4: 0}",0
245,False,"{'a': 0.8692857142857142, 'e': 0.29285644267656913}",30,0,-39.459428564053866,"{0: 26, 1: 1, 2: 2, 3: 0, 4: 1}",0
246,False,"{'a': 0.86875, 'e': 0.2913921604631863}",30,15,21.215108059919473,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
247,False,"{'a': 0.8682142857142857, 'e': 0.2899351996608704}",20,12,17.701931301720652,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
248,False,"{'a': 0.8676785714285714, 'e': 0.288485523662566}",20,4,24.848548905498973,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
249,False,"{'a': 0.8671428571428571, 'e': 0.2870430960442532}",20,0,-48.68576405678914,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 1}",0
250,False,"{'a': 0.8666071428571429, 'e': 0.2856078805640319}",35,11,11.54989075274836,"{0: 22, 1: 1, 2: 0, 3: 1, 4: 0}",1
251,False,"{'a': 0.8660714285714286, 'e': 0.28417984116121175}",25,13,13.67648925466679,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
252,False,"{'a': 0.8655357142857143, 'e': 0.2827589419554057}",30,19,18.465160903192984,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
253,False,"{'a': 0.865, 'e': 0.28134514724562865}",20,0,-66.63641077607177,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 2}",1
254,False,"{'a': 0.8644642857142857, 'e': 0.2799384215094005}",30,21,-4.345643466677146,"{0: 8, 1: 0, 2: 0, 3: 1, 4: 0}",1
255,False,"{'a': 0.8639285714285714, 'e': 0.27853872940185354}",20,14,8.450998083175014,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
256,False,"{'a': 0.8633928571428571, 'e': 0.27714603575484426}",20,0,10.113498300902158,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
257,False,"{'a': 0.8628571428571429, 'e': 0.27576030557607}",20,4,-47.482644437649384,"{0: 12, 1: 1, 2: 2, 3: 0, 4: 1}",1
258,False,"{'a': 0.8623214285714286, 'e': 0.2743815040481897}",30,12,7.933191490003628,"{0: 17, 1: 0, 2: 0, 3: 1, 4: 0}",1
259,False,"{'a': 0.8617857142857143, 'e': 0.2730095965279487}",20,4,14.197786022362504,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
260,False,"{'a': 0.86125, 'e': 0.271644548545309}",20,8,-11.051819331969332,"{0: 10, 1: 0, 2: 1, 3: 1, 4: 0}",1
261,False,"{'a': 0.8607142857142858, 'e': 0.27028632580258244}",25,14,-1.671074839024166,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 0}",1
262,False,"{'a': 0.8601785714285715, 'e': 0.2689348941735695}",25,12,10.338474140050792,"{0: 11, 1: 2, 2: 0, 3: 0, 4: 0}",1
263,False,"{'a': 0.8596428571428572, 'e': 0.2675902197027017}",25,0,-10.090195194603167,"{0: 21, 1: 2, 2: 1, 3: 1, 4: 0}",0
264,False,"{'a': 0.8591071428571428, 'e': 0.26625226860418816}",20,0,-42.849152737146206,"{0: 17, 1: 0, 2: 1, 3: 1, 4: 1}",0
265,False,"{'a': 0.8585714285714285, 'e': 0.26492100726116724}",25,8,-17.857372039756353,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 1}",1
266,False,"{'a': 0.8580357142857142, 'e': 0.26359640222486136}",20,0,32.34802755286253,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
267,False,"{'a': 0.8574999999999999, 'e': 0.2622784202137371}",20,10,18.00917894749706,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
268,False,"{'a': 0.8569642857142857, 'e': 0.26096702811266836}",25,11,25.806420878439777,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
269,False,"{'a': 0.8564285714285714, 'e': 0.259662192972105}",30,18,3.3868115256263662,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 0}",1
270,False,"{'a': 0.8558928571428571, 'e': 0.2583638820072445}",20,6,25.026918512680925,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
271,False,"{'a': 0.8553571428571428, 'e': 0.2570720625972083}",25,13,-1.126025753105465,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
272,False,"{'a': 0.8548214285714286, 'e': 0.25578670228422223}",20,5,-0.9469557568091498,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 0}",1
273,False,"{'a': 0.8542857142857143, 'e': 0.2545077687728011}",20,15,9.888955185952955,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
274,False,"{'a': 0.85375, 'e': 0.25323522992893716}",20,5,-31.820705951395755,"{0: 11, 1: 2, 2: 0, 3: 2, 4: 0}",1
275,False,"{'a': 0.8532142857142857, 'e': 0.25196905377929246}",20,0,-12.833202362923839,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
276,False,"{'a': 0.8526785714285714, 'e': 0.25070920851039596}",30,16,11.764505391867848,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
277,False,"{'a': 0.8521428571428571, 'e': 0.249455662467844}",25,12,-18.25635436335126,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 1}",1
278,False,"{'a': 0.8516071428571428, 'e': 0.24820838415550478}",25,12,14.959900733262398,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
279,False,"{'a': 0.8510714285714286, 'e': 0.24696734223472724}",25,5,23.705277721460988,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",1
280,False,"{'a': 0.8505357142857143, 'e': 0.2457325055235536}",20,2,-18.597068767975614,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 1}",1
281,False,"{'a': 0.85, 'e': 0.24450384299593586}",25,9,-38.256813502688075,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 1}",1
282,False,"{'a': 0.8494642857142857, 'e': 0.24328132378095618}",20,0,23.503789662039203,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
283,False,"{'a': 0.8489285714285715, 'e': 0.2420649171620514}",20,0,-36.75098535259237,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",0
284,False,"{'a': 0.8483928571428572, 'e': 0.24085459257624112}",20,14,9.698749956748681,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
285,False,"{'a': 0.8478571428571429, 'e': 0.23965031961335992}",20,1,14.71842238115538,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
286,False,"{'a': 0.8473214285714286, 'e': 0.23845206801529312}",30,19,-2.1576682808279246,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 0}",1
287,False,"{'a': 0.8467857142857143, 'e': 0.23725980767521665}",35,16,-29.129730225776367,"{0: 14, 1: 2, 2: 2, 3: 1, 4: 0}",1
288,False,"{'a': 0.84625, 'e': 0.23607350863684057}",20,11,-25.4459849885007,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 1}",1
289,False,"{'a': 0.8457142857142856, 'e': 0.23489314109365636}",20,0,-0.062128881570830186,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
290,False,"{'a': 0.8451785714285714, 'e': 0.23371867538818808}",25,17,2.703104364478031,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
291,False,"{'a': 0.8446428571428571, 'e': 0.23255008201124713}",20,5,-31.51897410329536,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 1}",1
292,False,"{'a': 0.8441071428571428, 'e': 0.2313873316011909}",25,19,-8.39093492673254,"{0: 5, 1: 0, 2: 0, 3: 1, 4: 0}",1
293,False,"{'a': 0.8435714285714285, 'e': 0.23023039494318495}",20,10,-35.92923114164296,"{0: 7, 1: 2, 2: 0, 3: 0, 4: 1}",1
294,False,"{'a': 0.8430357142857143, 'e': 0.22907924296846902}",20,9,0.47126320927423615,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 0}",1
295,False,"{'a': 0.8425, 'e': 0.22793384675362668}",25,14,11.424782331167354,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
296,False,"{'a': 0.8419642857142857, 'e': 0.22679417751985856}",25,13,10.90111602594001,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
297,False,"{'a': 0.8414285714285714, 'e': 0.22566020663225925}",25,16,4.9801497056750135,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
298,False,"{'a': 0.8408928571428571, 'e': 0.22453190559909794}",20,9,14.641664144140371,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
299,False,"{'a': 0.8403571428571428, 'e': 0.22340924607110246}",20,11,16.124645570966557,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
300,False,"{'a': 0.8398214285714285, 'e': 0.22229219984074694}",30,12,13.419172411049244,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 0}",1
301,False,"{'a': 0.8392857142857143, 'e': 0.2211807388415432}",20,0,17.332957583865287,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
302,False,"{'a': 0.83875, 'e': 0.2200748351473355}",20,0,-1.9084933420430665,"{0: 16, 1: 3, 2: 1, 3: 0, 4: 0}",0
303,False,"{'a': 0.8382142857142857, 'e': 0.2189744609715988}",25,12,13.797709398883597,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
304,False,"{'a': 0.8376785714285714, 'e': 0.21787958866674081}",35,5,-61.31303543944874,"{0: 27, 1: 0, 2: 0, 3: 1, 4: 2}",1
305,False,"{'a': 0.8371428571428572, 'e': 0.2167901907234071}",20,0,22.377587061598206,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",1
306,False,"{'a': 0.8366071428571429, 'e': 0.2157062397697901}",20,0,25.617892932721492,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
307,False,"{'a': 0.8360714285714286, 'e': 0.21462770857094113}",20,10,3.045521457811664,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 0}",1
308,False,"{'a': 0.8355357142857143, 'e': 0.21355457002808642}",25,17,4.057700340929959,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
309,False,"{'a': 0.835, 'e': 0.212486797177946}",20,0,-12.534466727444247,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",1
310,False,"{'a': 0.8344642857142857, 'e': 0.21142436319205626}",25,6,32.229455249217494,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
311,False,"{'a': 0.8339285714285714, 'e': 0.21036724137609597}",20,9,15.69306999140517,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
312,False,"{'a': 0.8333928571428572, 'e': 0.20931540516921548}",30,19,19.94902702937764,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
313,False,"{'a': 0.8328571428571429, 'e': 0.20826882814336942}",25,14,19.508826179306617,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
314,False,"{'a': 0.8323214285714285, 'e': 0.20722748400265256}",25,0,-25.597296141078054,"{0: 21, 1: 0, 2: 2, 3: 2, 4: 0}",0
315,False,"{'a': 0.8317857142857142, 'e': 0.2061913465826393}",20,0,-34.11641548917172,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
316,False,"{'a': 0.83125, 'e': 0.20516038984972612}",30,13,16.29330783085035,"{0: 15, 1: 2, 2: 0, 3: 0, 4: 0}",1
317,False,"{'a': 0.8307142857142857, 'e': 0.20413458790047748}",20,4,25.21727154797918,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
318,False,"{'a': 0.8301785714285714, 'e': 0.20311391496097508}",20,0,5.957919643385305,"{0: 17, 1: 2, 2: 1, 3: 0, 4: 0}",0
319,False,"{'a': 0.8296428571428571, 'e': 0.20209834538617022}",25,13,20.612864669204782,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
320,False,"{'a': 0.8291071428571428, 'e': 0.20108785365923937}",30,19,16.41674985181945,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
321,False,"{'a': 0.8285714285714285, 'e': 0.20008241439094315}",25,5,-34.536827554301674,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",1
322,False,"{'a': 0.8280357142857142, 'e': 0.19908200231898845}",25,3,-17.770193650298214,"{0: 20, 1: 0, 2: 1, 3: 0, 4: 1}",1
323,False,"{'a': 0.8275, 'e': 0.1980865923073935}",20,0,13.593155817475171,"{0: 18, 1: 2, 2: 0, 3: 0, 4: 0}",0
324,False,"{'a': 0.8269642857142857, 'e': 0.19709615934585653}",35,18,27.85967908814045,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
325,False,"{'a': 0.8264285714285714, 'e': 0.19611067854912725}",20,0,-23.498297429309172,"{0: 17, 1: 2, 2: 0, 3: 0, 4: 1}",1
326,False,"{'a': 0.8258928571428571, 'e': 0.19513012515638162}",25,20,8.587377713827564,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
327,False,"{'a': 0.8253571428571429, 'e': 0.1941544745305997}",25,13,3.9281995404914394,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 0}",1
328,False,"{'a': 0.8248214285714286, 'e': 0.1931837021579467}",20,6,10.11506996350455,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
329,False,"{'a': 0.8242857142857143, 'e': 0.19221778364715697}",20,11,8.040516347904207,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
330,False,"{'a': 0.82375, 'e': 0.19125669472892118}",25,13,9.777197769012302,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
331,False,"{'a': 0.8232142857142857, 'e': 0.19030041125527658}",30,9,25.526094163180602,"{0: 20, 1: 0, 2: 1, 3: 0, 4: 0}",1
332,False,"{'a': 0.8226785714285714, 'e': 0.1893489091990002}",20,13,14.858011879312697,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
333,False,"{'a': 0.8221428571428572, 'e': 0.1884021646530052}",20,8,20.169059803052978,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
334,False,"{'a': 0.8216071428571429, 'e': 0.18746015382974016}",20,10,-26.820899711279836,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
335,False,"{'a': 0.8210714285714286, 'e': 0.18652285306059146}",20,0,-21.979028693528537,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
336,False,"{'a': 0.8205357142857143, 'e': 0.18559023879528852}",30,11,16.55201526781843,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
337,False,"{'a': 0.82, 'e': 0.18466228760131206}",20,0,29.742803835197616,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
338,False,"{'a': 0.8194642857142858, 'e': 0.1837389761633055}",25,16,17.961461493418184,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
339,False,"{'a': 0.8189285714285715, 'e': 0.18282028128248898}",25,19,11.555634859791082,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
340,False,"{'a': 0.8183928571428571, 'e': 0.18190617987607652}",35,18,17.142791335655154,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
341,False,"{'a': 0.8178571428571428, 'e': 0.18099664897669615}",25,17,12.624835878063141,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
342,False,"{'a': 0.8173214285714285, 'e': 0.18009166573181265}",30,18,15.110752809588396,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
343,False,"{'a': 0.8167857142857142, 'e': 0.1791912074031536}",30,12,17.224585702284024,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 0}",1
344,False,"{'a': 0.81625, 'e': 0.17829525136613783}",20,7,9.884093234820773,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
345,False,"{'a': 0.8157142857142857, 'e': 0.17740377510930713}",25,12,26.617186909001465,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
346,False,"{'a': 0.8151785714285714, 'e': 0.1765167562337606}",20,14,10.380764917906298,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
